,trialNum,drawDuration,repetition,gameID,target,condition,generalization,outcome,bis
182,23,0.7676532244145653,4,1042-2da3c5b1-5245-41b5-99e2-67f6bb139727,waiting_04,repeated,between,-1.8559170098428728,-2.6235702342574383
183,24,-1.3515369242615187,4,1042-2da3c5b1-5245-41b5-99e2-67f6bb139727,waiting_03,repeated,between,0.538814615760834,1.8903515400223527
184,25,-1.394236526375676,5,1042-2da3c5b1-5245-41b5-99e2-67f6bb139727,waiting_05,repeated,between,0.538814615760834,1.93305114213651
185,26,-1.1362597636026406,5,1042-2da3c5b1-5245-41b5-99e2-67f6bb139727,waiting_03,repeated,between,0.538814615760834,1.6750743793634746
186,27,-0.23867854416128495,5,1042-2da3c5b1-5245-41b5-99e2-67f6bb139727,waiting_04,repeated,between,-1.8559170098428728,-1.617238465681588
187,28,-0.500436000871512,5,1042-2da3c5b1-5245-41b5-99e2-67f6bb139727,waiting_02,repeated,between,0.538814615760834,1.039250616632346
188,29,-1.0659833351230892,6,1042-2da3c5b1-5245-41b5-99e2-67f6bb139727,waiting_03,repeated,between,0.538814615760834,1.6047979508839232
189,30,-1.1369269448856743,6,1042-2da3c5b1-5245-41b5-99e2-67f6bb139727,waiting_05,repeated,between,0.538814615760834,1.6757415606465083
190,31,-0.1430492269264528,6,1042-2da3c5b1-5245-41b5-99e2-67f6bb139727,waiting_02,repeated,between,0.538814615760834,0.6818638426872868
191,32,0.6248764298453507,6,1042-2da3c5b1-5245-41b5-99e2-67f6bb139727,waiting_04,repeated,between,0.538814615760834,-0.08606181408451674
