,trialNum,numStrokes,repetition,gameID,target,condition,generalization,outcome,bis
161,2,0.0,0,0647-0ece0513-aa05-4676-bb63-3845126ce2c1,dining_07,repeated,between,-2.6457433110887805,-2.6457433110887805
162,3,0.6523276475218048,0,0647-0ece0513-aa05-4676-bb63-3845126ce2c1,waiting_01,control,between,0.37796333015554007,-0.27436431736626476
163,4,1.3046552950436097,0,0647-0ece0513-aa05-4676-bb63-3845126ce2c1,dining_06,repeated,between,0.37796333015554007,-0.9266919648880696
164,5,-0.6523276475218048,0,0647-0ece0513-aa05-4676-bb63-3845126ce2c1,waiting_05,control,between,0.37796333015554007,1.0302909776773448
165,6,0.0,0,0647-0ece0513-aa05-4676-bb63-3845126ce2c1,waiting_02,control,between,0.37796333015554007,0.37796333015554007
166,7,-0.6523276475218048,0,0647-0ece0513-aa05-4676-bb63-3845126ce2c1,dining_03,repeated,between,0.37796333015554007,1.0302909776773448
167,8,-1.9569829425654146,0,0647-0ece0513-aa05-4676-bb63-3845126ce2c1,waiting_00,control,between,0.37796333015554007,2.3349462727209547
168,9,1.3046552950436097,1,0647-0ece0513-aa05-4676-bb63-3845126ce2c1,dining_06,repeated,between,0.37796333015554007,-0.9266919648880696
169,10,-0.6523276475218048,1,0647-0ece0513-aa05-4676-bb63-3845126ce2c1,dining_03,repeated,between,0.37796333015554007,1.0302909776773448
170,11,1.3046552950436097,1,0647-0ece0513-aa05-4676-bb63-3845126ce2c1,dining_04,repeated,between,-2.6457433110887805,-3.9503986061323904
171,12,-0.6523276475218048,1,0647-0ece0513-aa05-4676-bb63-3845126ce2c1,dining_07,repeated,between,0.37796333015554007,1.0302909776773448
172,13,1.9569829425654146,2,0647-0ece0513-aa05-4676-bb63-3845126ce2c1,dining_06,repeated,between,-2.6457433110887805,-4.602726253654195
173,14,-0.6523276475218048,2,0647-0ece0513-aa05-4676-bb63-3845126ce2c1,dining_03,repeated,between,0.37796333015554007,1.0302909776773448
174,15,-1.3046552950436097,2,0647-0ece0513-aa05-4676-bb63-3845126ce2c1,dining_04,repeated,between,0.37796333015554007,1.6826186251991497
175,16,0.6523276475218048,2,0647-0ece0513-aa05-4676-bb63-3845126ce2c1,dining_07,repeated,between,0.37796333015554007,-0.27436431736626476
176,17,-0.6523276475218048,3,0647-0ece0513-aa05-4676-bb63-3845126ce2c1,dining_03,repeated,between,0.37796333015554007,1.0302909776773448
177,18,0.6523276475218048,3,0647-0ece0513-aa05-4676-bb63-3845126ce2c1,dining_06,repeated,between,0.37796333015554007,-0.27436431736626476
178,19,0.6523276475218048,3,0647-0ece0513-aa05-4676-bb63-3845126ce2c1,dining_04,repeated,between,0.37796333015554007,-0.27436431736626476
